Microorganism,Species,Strain,Product group,Product,Treatment,aw,pH,T,D,z,log D,log D (model),Ref,Year,Remarks,,log D model dairy,log D model milk,log D model meat,log D model beef,log D model chicken,,F-test,logD (all),logD (10% NaCl),logD (rest)
Listeria,monocytogenes,Scott A,Media,Trypticase Soy with Yeast Extract,,,,65,0.54,6.7,-0.26760624,-0.3544,Doyle et al.,2001,precultured 10 min 48 ﾂｰC,,,,,,,,,-0.306287037,,-0.353717807
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.98,,65.6,0.36,,-0.443697499,-0.4396,Doyle et al.,2001,,,,,,,,,,-0.389132485,,-0.43891196
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.96,,65.6,0.52,,-0.283996656,-0.4396,Doyle et al.,2001,,,,,,,,,,-0.389132485,,-0.43891196
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.94,,65.6,1.1,,0.041392685,-0.4396,Doyle et al.,2001,,,,,,,,,,-0.389132485,,-0.43891196
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,,,,66,0.1,5.9,-1,-0.4964,Doyle et al.,2001,,,,,,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,F5059,Media,Phosphate buffer,,,,66,0.1,6.6,-1,-0.4964,Doyle et al.,2001,,,,,,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Media,Broth,tryptone soya,,,66,0.4,,-0.397940009,-0.4964,ICMSF,1996,"37 ﾂｰC, 22-24h",,,,,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,5S,Media,Trypticase Soy Broth,,,,66,0.4,6,-0.397940009,-0.4964,Doyle et al.,2001,,,,,,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,Scott A,Media,TSB,,,,68,0.066333333,,-1.178268178,-0.7804,Casadei et al.,1998,,,,,,,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,1151,Media,TSB,,,,68,0.117833333,,-0.928731837,-0.7804,Casadei et al.,1998,,,,,,,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.98,,68.3,0.15,,-0.823908741,-0.823,Doyle et al.,2001,,,,,,,,,,-0.761937002,,-0.822285649
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.96,,68.3,0.3,,-0.522878745,-0.823,Doyle et al.,2001,,,,,,,,,,-0.761937002,,-0.822285649
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.94,,68.3,0.47,,-0.327902142,-0.823,Doyle et al.,2001,,,,,,,,,,-0.761937002,,-0.822285649
Listeria,monocytogenes,,Media,Phosphate buffer,,,,70,0.15,,-0.823908741,-1.0644,ICMSF,1996,,,,,,,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,0.4,,-0.397940009,0.3556,Doyle et al.,2001,Grown and heated in 0.09M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,0.5,,-0.301029996,0.3556,Doyle et al.,2001,Grown at 0.09M and heated at 0.5M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,0.63,,-0.200659451,0.3556,Doyle et al.,2001,Grown at 0.5M and heated at 0.5M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,0.95,,-0.022276395,0.3556,Doyle et al.,2001,Grown at 1.5M and heated at 0.09M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,1.15,,0.06069784,0.3556,Doyle et al.,2001,Grown at 0.09M and heated at 1M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,1.85,,0.267171728,0.3556,Doyle et al.,2001,Grown at 1M and heated at 1M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,3.3,,0.51851394,0.3556,Doyle et al.,2001,Grown at 0.09M and heated at 1.5M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Media,,#NAME?,,,60,9.53,,0.979092901,0.3556,Doyle et al.,2001,Grown at 1.5M and heated at 1.5M NaCl,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Broccoli,,,,56,2.3,7.8,0.361727836,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Broccoli,,,,60,0.62,7.8,-0.207608311,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Broccoli,,,,62,0.39,7.8,-0.408935393,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,Scott A,Vegetables,Cabbage,juice,,4.6,50,25,7.01,1.397940009,1.7756,Doyle et al.,2001,,,,,,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,Scott A,Vegetables,Cabbage,juice,,4.6,54,6.71,7.01,0.82672252,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,Scott A,Vegetables,Cabbage,juice,,4.6,56,3.64,7.01,0.561101384,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,Scott A,Vegetables,Cabbage,juice,,5.6,54,8.35,5.63,0.921686475,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,Scott A,Vegetables,Cabbage,juice,,5.6,56,6.8,5.63,0.832508913,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,LCDC 810861,Vegetables,Cabbage,juice,,4.6,50,13.3,7.54,1.123851641,1.7756,Doyle et al.,2001,,,,,,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,LCDC 810861,Vegetables,Cabbage,juice,,4.6,54,4.88,7.54,0.688419822,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,LCDC 810861,Vegetables,Cabbage,juice,,4.6,56,2.04,7.54,0.309630167,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,LCDC 810861,Vegetables,Cabbage,juice,,5.6,54,8.93,6.45,0.950851459,1.2076,Doyle et al.,2001,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,LCDC 810861,Vegetables,Cabbage,juice,,5.6,56,4.74,6.45,0.675778342,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,50,13.33,,1.124830149,1.7756,ICMSF,1996,,,,,,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,50,25,,1.397940009,1.7756,ICMSF,1996,,,,,,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,51.7,8.2,,0.913813852,1.5342,ICMSF,1996,,,,,,,,,,1.530120398,,1.53475259
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,51.7,14.39,,1.158060794,1.5342,ICMSF,1996,,,,,,,,,,1.530120398,,1.53475259
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,5.6,52,20,,1.301029996,1.4916,ICMSF,1996,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,5.6,52,34.48,,1.537567257,1.4916,ICMSF,1996,,,,,,,,,,1.488697674,,1.492155513
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,54,4.88,,0.688419822,1.2076,ICMSF,1996,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,54,6.71,,0.82672252,1.2076,ICMSF,1996,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,5.6,54,8.35,,0.921686475,1.2076,ICMSF,1996,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,5.6,54,8.39,,0.923761961,1.2076,ICMSF,1996,,,,,,,,,,1.21254618,,1.208175003
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,56,2.04,,0.309630167,0.9236,ICMSF,1996,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,4.6,56,4.74,,0.675778342,0.9236,ICMSF,1996,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,5.6,56,4.74,,0.675778342,0.9236,ICMSF,1996,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Cabbage,juice,,5.6,56,6.8,,0.832508913,0.9236,ICMSF,1996,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,60,5.02,,0.700703717,0.3556,ICMSF,1996,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,60,7.76,,0.889861721,0.3556,ICMSF,1996,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,62,3.1,,0.491361694,0.0716,ICMSF,1996,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,62,3.29,,0.517195898,0.0716,ICMSF,1996,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,64,1.47,,0.167317335,-0.2124,ICMSF,1996,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,64,2.53,,0.403120521,-0.2124,ICMSF,1996,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,68,0.3,,-0.522878745,-0.7804,ICMSF,1996,,,,,,,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,68,0.44,,-0.356547324,-0.7804,ICMSF,1996,,,,,,,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,70,0.23,,-0.638272164,-1.0644,ICMSF,1996,,,,,,,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,,Vegetables,Carrot,homogenate,,,70,0.27,,-0.568636236,-1.0644,ICMSF,1996,,,,,,,,,,-0.996665772,,-1.063669084
Listeria,monocytogenes,Scott A,Vegetables,Carrot ,homogenate,,,60,5.02,7.04,0.700703717,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Vegetables,Carrot ,homogenate,,,64,1.47,7.04,0.167317335,-0.2124,Doyle et al.,2001,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,Scott A,Vegetables,Carrot ,homogenate,,,68,0.3,7.04,-0.522878745,-0.7804,Doyle et al.,2001,,,,,,,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,NCTC 11994,Vegetables,Carrot ,homogenate,,,60,7.76,6.7,0.889861721,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,NCTC 11994,Vegetables,Carrot ,homogenate,,,64,2.53,6.7,0.403120521,-0.2124,Doyle et al.,2001,,,,,,,,,,-0.16821129,,-0.211727551
Listeria,monocytogenes,NCTC 11994,Vegetables,Carrot ,homogenate,,,68,0.44,6.7,-0.356547324,-0.7804,Doyle et al.,2001,,,,,,,,,,-0.720514278,,-0.779688573
Listeria,monocytogenes,,Vegetables,Carrot ,homogenate,,,66,0.73,,-0.13667714,-0.4964,ICMSF,1996,,,,,,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Vegetables,Carrot ,homogenate,,,66,0.91,,-0.040958608,-0.4964,ICMSF,1996,,,,,,,,,,-0.444362784,,-0.495708062
Listeria,monocytogenes,,Vegetables,Mushrooms,,,,56,5,4.9,0.698970004,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Mushrooms,,,,60,0.69,4.9,-0.161150909,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Mushrooms,,,,62,0.3,4.9,-0.522878745,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Vegetables,Onions,,,,56,0.8,6.7,-0.096910013,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Onions,,,,60,0.23,6.7,-0.638272164,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Onions,,,,62,0.1,6.7,-1,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Vegetables,Peas,,,,56,5.2,5.5,0.716003344,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Peas,,,,60,1.04,5.5,0.017033339,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Peas,,,,62,0.41,5.5,-0.387216143,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,,Vegetables,Pepper (green),,,,56,3.9,5.5,0.591064607,0.9236,Doyle et al.,2001,,,,,,,,,,0.936394686,,0.924194492
Listeria,monocytogenes,,Vegetables,Pepper (green),,,,60,0.92,5.5,-0.036212173,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,Vegetables,Pepper (green),,,,62,0.31,5.5,-0.508638306,0.0716,Doyle et al.,2001,,,,,,,,,,0.107940204,,0.07225296
Listeria,monocytogenes,NCTC 11994,Vegetables,Potato,slices,,,50,30.6,5.59,1.485721426,1.7756,Doyle et al.,2001,,,,,,,,,,1.764849168,,1.776136024
Listeria,monocytogenes,NCTC 11994,Vegetables,Potato,slices,,,55,3.3,5.59,0.51851394,1.0656,Doyle et al.,2001,,,,,,,,,,1.074470433,,1.066184747
Listeria,monocytogenes,NCTC 11994,Vegetables,Potato,slices,,,60,0.5,5.59,-0.301029996,0.3556,Doyle et al.,2001,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,,Unknown,,,,60,5,,0.698970004,0.3556,Adams and Moss,2000,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,,,Unknown,,,,60,8.3,,0.919078092,0.3556,Adams and Moss,2000,,,,,,,,,,0.384091698,,0.35623347
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + 10 ﾂｵg nisin/ml + NaCl (10%)",,,63,2.6,,0.414973348,0.937517611,Doyle et al.,2001,Pre-incubated with nisin for 2h,,,0.937517611,,,,,,-0.030135543,0.937517611,
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + 10 ﾂｵg nisin/ml + NaCl (10%)",,,63,7.4,,0.86923172,0.937517611,Doyle et al.,2001,,,,0.937517611,,,,,,-0.030135543,0.937517611,
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + NaCl (10%)",,,55.75,99.2,5.47,1.996511672,1.721454648,Doyle et al.,2001,,,,1.721454648,,,,,,0.970913623,1.721454648,
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + NaCl (10%)",,,60,27.8,5.47,1.444044796,1.261905351,Doyle et al.,2001,,,,1.261905351,,,,,,0.384091698,1.261905351,
Listeria,monocytogenes,HAL 957E1,Meat,Egg,"liquid, whole + NaCl (10%)",,,63,5.5,,0.740362689,0.937517611,Doyle et al.,2001,,,,0.937517611,,,,,,-0.030135543,0.937517611,
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + NaCl (10%)",,,63,13.7,,1.136720567,0.937517611,Doyle et al.,2001,,,,0.937517611,,,,,,-0.030135543,0.937517611,
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, whole + NaCl (10%)",,,65.5,2.33,5.47,0.367355921,0.667194495,Doyle et al.,2001,,,,0.667194495,,,,,,-0.37532491,0.667194495,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%)",,,63.15,7.9,10,0.897627091,0.921298225,Doyle et al.,2001,,,,0.921298225,,,,,,-0.050846905,0.921298225,
Listeria,monocytogenes,HAL 957E1,Meat,Egg,"liquid, yolk + NaCl (10%)",,,63.15,8.2,,0.913813852,0.921298225,Doyle et al.,2001,,,,0.921298225,,,,,,-0.050846905,0.921298225,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%)",,,63.15,10.5,5.4,1.021189299,0.921298225,Doyle et al.,2001,,,,0.921298225,,,,,,-0.050846905,0.921298225,
Listeria,monocytogenes,Scott A,Meat,Egg,"liquid, yolk + NaCl (10%)",,,63.15,18.5,,1.267171728,0.921298225,Doyle et al.,2001,,,,0.921298225,,,,,,-0.050846905,0.921298225,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%)",,,64.4,6.11,5.4,0.78604121,0.786136666,Doyle et al.,2001,,,,0.786136666,,,,,,-0.223441589,0.786136666,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%)",,,66.85,2.39,5.4,0.378397901,0.521220013,Doyle et al.,2001,,,,0.521220013,,,,,,-0.561727169,0.521220013,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%)",,,66.85,2.4,10,0.380211242,0.521220013,Doyle et al.,2001,,,,0.521220013,,,,,,-0.561727169,0.521220013,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%) + sucrose (5%)",,,63.15,21.3,5.4,1.328379603,0.921298225,Doyle et al.,2001,,,,0.921298225,,,,,,-0.050846905,0.921298225,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%) + sucrose (5%)",,,64.4,8.26,5.4,0.916980047,0.786136666,Doyle et al.,2001,,,,0.786136666,,,,,,-0.223441589,0.786136666,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (10%)+ sucrose (5%)",,,66.85,4.58,5.4,0.660865478,0.521220013,Doyle et al.,2001,,,,0.521220013,,,,,,-0.561727169,0.521220013,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (20%)",,,64.4,27.3,7.4,1.436162647,0.786136666,Doyle et al.,2001,,,,0.786136666,,,,,,-0.223441589,0.786136666,
Listeria,monocytogenes,,Meat,Egg,"liquid, yolk + NaCl (20%)",,,66.85,13.3,7.4,1.123851641,0.521220013,Doyle et al.,2001,,,,0.521220013,,,,,,-0.561727169,0.521220013,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.9,,60,8.4,,0.924279286,1.261905351,Doyle et al.,2001,,,,1.261905351,,,,,,0.384091698,1.261905351,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.9,,62.8,5.9,,0.770852012,0.959143461,Doyle et al.,2001,,,,0.959143461,,,,,,-0.002520394,0.959143461,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.9,,65.6,3.8,,0.579783597,0.656381571,Doyle et al.,2001,,,,0.656381571,,,,,,-0.389132485,0.656381571,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.9,,68.3,1.9,,0.278753601,0.364432605,Doyle et al.,2001,,,,0.364432605,,,,,,-0.761937002,0.364432605,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.92,,60,7.6,,0.880813592,1.261905351,Doyle et al.,2001,,,,1.261905351,,,,,,0.384091698,1.261905351,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.92,,62.8,5.3,,0.72427587,0.959143461,Doyle et al.,2001,,,,0.959143461,,,,,,-0.002520394,0.959143461,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.92,,65.6,3.1,,0.491361694,0.656381571,Doyle et al.,2001,,,,0.656381571,,,,,,-0.389132485,0.656381571,
Listeria,monocytogenes,Scott A,Media,Phosphate buffer,#NAME?,0.92,,68.3,1.6,,0.204119983,0.364432605,Doyle et al.,2001,,,,0.364432605,,,,,,-0.761937002,0.364432605,
Listeria,monocytogenes,,Meat,Sausage,summer sausage,,,66,2.08,29.3,0.318063335,-0.495708062,Roering  et al. ,1998,Doubtful results: T is temp of waterbath and not of sausage!!,,,,,,,,,,,
Listeria,monocytogenes,,Meat,Sausage,summer sausage,,,77,0.84,29.3,-0.075720714,-2.057600871,Roering  et al. ,1998,Doubtful results: T is temp of waterbath and not of sausage!!,,,,,,,,,,,
Listeria,monocytogenes,,Meat,Sausage,summer sausage,,,88,0.37,29.3,-0.431798276,-3.619493681,Roering  et al. ,1998,Doubtful results: T is temp of waterbath and not of sausage!!,,,,,,,,,,,
Listeria,monocytogenes,,Meat,Sausage,summer sausage,,,99,0.28,,-0.552841969,-5.18138649,Roering  et al. ,1998,Doubtful results: T is temp of waterbath and not of sausage!!,,,,,,,,,,,
